ExperimentID,ID,CGn,EGn,CGm,CGSD,EGm,EGSD,Type,d,Vd,SEd,Jdf,g,Vg,SEg
103,226,15,17,6.87,2,7.82,1.13,SR,0.595183888,0.131025256,0.36197411,0.974789916,0.580179253,0.124502214,0.352848712
103,227,15,17,32.2,10.37,37.47,7.32,ST,0.593819623,0.130999911,0.361939098,0.974789916,0.57884938,0.12447813,0.352814583
104,228,16,16,7.31,1.4,8.45,0.63,SR,1.050145005,0.142231321,0.37713568,0.974789916,1.023670761,0.135150389,0.367628057
104,229,16,16,30.25,7.37,40.81,5.98,ST,1.573516263,0.163686772,0.40458222,0.974789916,1.533847786,0.155537689,0.394382668
105,230,19,19,7.32,1.64,8.21,0.63,SR,0.716426867,0.112016677,0.334688926,0.979020979,0.701396932,0.107365977,0.32766748
105,231,19,19,29.95,8.97,40.68,6.25,ST,1.387996115,0.130612279,0.361403209,0.979020979,1.358877315,0.125189529,0.353821323
106,232,21,20,7.29,1.38,8,0.97,SR,0.592696019,0.101903055,0.319222578,0.980645161,0.581224483,0.097996594,0.313044077
106,233,21,20,27,7.83,39.25,6.51,ST,1.697347163,0.13275304,0.364352906,0.980645161,1.664495282,0.127663943,0.357300914
177,426,81,41,NA,NA,NA,NA,SR,1,0.040834284,0.202074945,0.993736952,0.993736952,0.040324391,0.20080934
177,427,81,41,NA,NA,NA,NA,ST,1.06,0.041340841,0.203324472,0.993736952,1.053361169,0.040824623,0.202051041
177,428,81,41,NA,NA,NA,NA,SR,1.32,0.043876907,0.209468152,0.993736952,1.311732777,0.043329021,0.208156242
178,429,60,58,NA,NA,NA,NA,SR,0.94,0.037652114,0.194041526,0.993520518,0.933909287,0.037165762,0.192784237
178,430,60,58,NA,NA,NA,NA,ST,1.09,0.038942368,0.197338207,0.993520518,1.082937365,0.03843935,0.196059558
178,431,60,58,NA,NA,NA,NA,SR,0.63,0.035589826,0.188652659,0.993520518,0.625917927,0.035130113,0.187430287
35,456,33,33,3.98,0.85,3.66,0.91,CL,-0.36342524,0.061606651,0.248206871,0.988235294,-0.359149649,0.060165609,0.24528679
64,457,19,19,15.21,4.25,15.95,3.27,SR,0.195158293,0.105764299,0.325214236,0.979020979,0.191064063,0.101373185,0.31839156
